Text,Label
"Dear Sir or Madam:We are keenly interested in setting up a new factory to produce Phishing2Non_Phishing,Non_PhishingNon_PhishingNon_Phishing ERW oil casings per year to meet the big market of Shengli Oilfied. Since we lack some starting-up capital, we are seeking for investments. I will give you a brief introduction to the project as follow:I. Background:Shengli Oilfield, the second largest oilfield in China and the leading company of Sinopec Corp. (http://www.sinopec.com), as well as neighboring oilfields as Dagang Oilfield, Central Plain Oilfield and Jiangsu Oilfield are potential market of ERW oil casing. It is expected that the total oil casing needed in the above area is about 4Non_PhishingNon_Phishing,Non_PhishingNon_PhishingNon_Phishing tons, including 26Non_Phishing,Non_PhishingNon_PhishingNon_Phishing tons in Sinopec and Phishing5Non_Phishing,Non_PhishingNon_PhishingNon_Phishing tons in Shengli Oilfield. To meet the great need, we plan to set up a joint venture to produce Phishing2Non_Phishing,Non_PhishingNon_PhishingNon_Phishing tons of ERW casings per year in Shengli Oilfield.  With good management and market outlets, we believe that this JV also has the potential to expand beyond China to other nations. II. About usShengli Oilfield Engineering Machinery Factory is one of sub-companies of Shengli Oilfield Co., Ltd, with total assets of 267 million yuan, net assets of Phishing7Non_Phishing million yuan and 2462 staff. The factory mainly produces oilfield special equipment such as beam unit, Spiral-seam submerged-arc weldedsteel pipe, sucker rod, line pipe, casing, tubing, plastic compound pipe etc. It produces 2Non_PhishingNon_Phishing,Non_PhishingNon_PhishingNon_Phishing tons of line pipes, Phishing million meters of strengthened plastic compound pipes, 5Non_PhishingNon_Phishing beam units, 2.5 million meters of sucker rods, Phishing2,Non_PhishingNon_PhishingNon_Phishing tons of PP gas pipes and 5Non_Phishing,Non_PhishingNon_PhishingNon_Phishing tons of oil tubings yearly, and has become important pipe base in Shandong and Shengli Oilfield. Its products have entering many areas as Shengli Oilfield, Daqing Oilfield, Liaohe Oilfield, Dagang Oilfield and so on. In 2Non_PhishingNon_Phishing2, the sale income amounted to over 6Non_PhishingNon_Phishing million yuan.The Factory holds Quality accreditations as ISO9Non_PhishingNon_PhishingPhishing, API and so on.III. Content of the projectIt is planned to introduce Japanese technology and equipment to set up one production line with range of casing diameter from��PhishingPhishing4 to ��339.7 and produce Phishing2Non_Phishing,Non_PhishingNon_PhishingNon_Phishing tons of ERW casings and delivery pipes per year.IV. Product specificationsFor Casing: grade of steel are J55 and N8Non_Phishing, specification ranges from ��PhishingPhishing4 to ��339.7For delivery: grade of steel are X52��X6Non_Phishing��X7Non_Phishing, specification ranges from ��PhishingPhishing4 to ��339.7.V. Economic AnalysisThe total investment in this project is Phishing42.4Phishing million yuan. After the completion of the project, it is estimated that the internal financial rate of return before paying tax is 24.9 percent with a payback period of 5.6 years, and the internal rate of return after paying tax is 2Phishing.8 percent with a payback period of 5.9 years.The break-even point of the project is 46.95 percent, which means the project can keep balance if the annual output amount to 42,Non_PhishingNon_PhishingNon_Phishing tons.VI. Plans for cooperationWe have set up a joint venture with Japan's Marubeni in the early of the year, with a registered capital of 57 million yuan. The capital structure is as follow:a. Shengli Oilfield Bureau of Administration          Phishing9.95 million yuan   35��b. Shengli Oilfield Engineering Machinery Facotry     Phishing7.PhishingNon_Phishing million yuan   3Non_Phishing��c. Dongying District State Assets Operation & Management Co., Ltd 5.7Non_Phishingmillion yuan PhishingNon_Phishing��d. Marubeni Engineering Technology Co., Ltd           Phishing4.25 million yuan   25��To meet our capital need for this project, we are now planned to increase our registered capital to PhishingPhishing8.88 million yuan. Taking our added investment into consideration, we need another 34.68 million yuan to get the plan executed. So we are seeking a new joint venture partner who'd like to join this project and meet our capital requirement.We would like to exchange the information with the manufacturers and suppliers who are interested in this project and have discussion on raw material supply as well as jointly investing the factory establishment. And we hope we could have good cooperation in future.For additional information regarding this project, please feel free to contact us.Looking forward to your prompt reply.Sincerely yours, Tony LeungProject officer",Phishing
8:Non_PhishingNon_Phishing am Call Iv/ Israeli PM Netanyahu8:PhishingNon_Phishing am Private Residence8:Phishing5 am DEPART Private ResidenceEn route State Department8:25 am ARRIVE State Department8:25 am PRESIDENTIAL DAILY BRIEFING8:3Non_Phishing am Secretary's Office8:3Non_Phishing am DAILY SMALL STAFF MEETING8:45 am Secretary's Office8:45 am DAILY SENIOR STAFF MEETING9:Phishing5 am Secretary's Conference Room9:Phishing5 am OFFICE TIMEPhishingPhishing:Phishing5 am Secretary's OfficePhishingPhishing:2Non_Phishing am DEPART State DepartmentEn route Andrews Air Force BasePhishingPhishing:5Non_Phishing am ARRIVE Andrews Air Force BasePhishing2:Non_PhishingNon_Phishing pm DEPART Andrews Air Force BaseEn route White Plains Westchester County AirportPhishing:Non_PhishingNon_Phishing pm ARRIVE White Plains Westchester County AirportPhishing:PhishingNon_Phishing pm DEPART Westchester County AirportEn route Private ResidencePhishing:25 pm ARRIVE Private Residence###,Non_Phishing
Abedin Huma <AbedinH@state.gov>Wednesday July Phishing5 2Non_PhishingNon_Phishing9 Phishing:44 PMRe: ArtWill be off campus at meetingBut you should definately come I think they have found some good things.,Non_Phishing
See NIMills Cheryl D <MillsCD@state.gov>Saturday December PhishingPhishing2Non_PhishingPhishingNon_Phishing Phishing:36 PMFw: S is calling Leahy today - thx for all the help; advise if a diff no for him today,Non_Phishing
Here is Draft,Non_Phishing
Ok,Non_Phishing
"THIS IS AN OFFICIAL NOTIFICATION OF FUNDS DEPOSITED IN YOUR NAME AND IT IS N=OTA SALES SOLICITATION.I am professor Charles.c. Soludo governor, central bank of Nigeria ( =2Non_PhishingCBN ). Thementioned bank is known for  the safekeeping of special and valuable package=sand baggage in trust for reputable clients that are honest and trustworthy.We work in collaboration with top firms and Governments of various =2Non_Phishingcountries aswe have earned a name as a service whose hallmarks in reliability andconfidentiality are revered. International missions and Embassies of the wor=ldhave used our services to satisfaction.A benefactor whose identity can not be disclosed because of the NonCircumvention and Non Disclosure Agreement that was signed with the saidbenefactor when the funds were being deposited in the Central Bank of Nigeri=a,made you the beneficiary of a package containing some amount of money andstated clearly that you should only be contacted when the time signed =2Non_Phishingfor it tobe in our care elapses and the time has already elapsed that is why you arebeing contacted.The Non Circumvention and Non Disclosure Agreement signed with the benefacto=rmandates us to fully divulge and disclose the benefactor's identity Phishing8 month=safter you, the beneficiary has received the funds.The funds totals $5.Non_PhishingNon_PhishingNon_Phishing,Non_PhishingNon_PhishingNon_Phishing (Five Million Dollars) i shall reconfirm to youare fully free of any liens, or encumbrances and are clean, clear and non-criminal origin and are available in the form of CASH.You are hereby advised to reconfirm your Full Contact Information forverification with information contained in our computer database as well asother relevant information in the format stated below so that the funds woul=dbe arranged by the deplomats who will be moving the funds from the =2Non_PhishingCentral Bankof Nigeria to be brought to you.I would also inform you clearly here that you must procure an affidavit ofclaim of ownership before the  comensment of the diplomat bringing the =2Non_Phishingfunds toyou, this you will be informed as soon as your information is received.The  Diplomats shall accompany you to your bank (if you want them to) todeposit the funds in your name and submit all documentations of proof of theorigin of the funds in other to exonerate you from any form of investigation=sor interrogation and to authenticate the fact that the funds are clean and h=asno links whatsoever with either drugs or terrorism.The Requested Information is to ensure that no mistake or error is made and =itshould be forwardedin the manner stated below:",Phishing
RGVhciBTaXIvTWFkYWNon_PhishingsIAoKU2luY2UgdGhlIHByZXNlbnQgbmV3IFNvdXRoIEFmcmljYS4gVGhlIFNPVVRIIEFGUklDQU4gUkVTRVJWRSBCQU5LIHdoaWNoIG92ZXIgcmlkZXMgYWxsIGJhbmtpbmcgc3lzdGVtIGhhcyBjdXQgYWNyb3NzIFRIRSBNTNon_Phishing5FVEFSWSBQTNon_PhishingxJQPhishingkgQNon_Phishing9NTUlUVEVFIChNUEMpIGFuZCBtb3NNon_PhishingIGJhbmtpbmcgc3lzdGVtLiBBbmQgbWFqb3IgcG9saWN5IGhhcyBiZWVuIGVzdGFibGlzaGVkIHNpbmNlIHRoZSBiZWdpbm5pbmcgb2YgdGhpcyB5ZWFyIGJ5IFRIRSBTTPhishingVUSCBBRlJJQNon_PhishingFOIFJFUNon_PhishingVSVkUgQkFOSyAoUNon_PhishingFSQikgT24gSmFudWFyeSAxc3QgMjAwNSBhcyBpdCBmaXJzdCBhbm5PhishingYWwgcGh5c2ljYWwgcG9saWN5LiBEZWNpc2lvbnMgdG8gY3VNon_PhishingIHRoZSBwb2xpY3kvIGZpbmFuY2lhbCBpbnNNon_PhishingaXRPhishingdGlvbnMgdG8gYmUgYWJsZSBNon_PhishingbyBtZWVNon_PhishingIHVwIHdpdGggdGhlIHdvcmxkIHNNon_PhishingYW5kYXJkIGJhbmtpbmcgc3lzdGVtIHdlcmUgY2FycmllZCBvdXQuIAoKQmFzaWNhbGx5IGEgUmVwdXJjaGFzZSAoUkVQTykgcmFNon_PhishingZSBieSAxNTAgYmFzaWMgcG9pbnRzIGZyb2Non_PhishinggMTAgcGVyY2VudCBUTyA4LjUgcGVyY2VudC4gVGhpcyB3YXMgdGhlIGZpcnNNon_PhishingIENvbnNlY3VNon_PhishingaXZlIGNPhishingdCBzdGFydGluZyBmcm9tIEphbnVhcnkgMXNNon_PhishingIDIwMDUgd2hpY2ggYmFzaWNhbGx5IGFmZmVjdHMgYWxsIGJhbmtpbmcgU3BoZXJlIHdoaWNoIEZJUlNUIE5BVElPTkFMIEJBTksgYW5kIGPhishingvc3QgY29tbWVyY2lhbCBiYW5rIHdlcmUgbm9Non_PhishingIGxlZnQgb3VNon_PhishingLiBUaGUgZGVjbGluaW5nIHJhdGUgb2YgdGhlIFJhbmRzIHRvIGZvcmVpZ24gZXhjaGFuZ2VzIDguOSBwZXJjZW5Non_PhishingIHRvIDguNSBwZXJjZW5Non_PhishingIHdhcyBhIGPhishingham9yIGlzc3VlLiBUaGUgUmFuZCBpbmlNon_PhishingaWFsbHkgaWdub3JlZCBNon_PhishingaGUgaW5Non_PhishingZXJlc3QgcmFNon_PhishingZSBidXQgdGhlbiBXZWFrZW5lZCBNon_PhishingbyA3LjIwLNon_PhishingRvbGxhciBmcm9tIHRoZSBiZWdpbm5pbmcgb2YgdGhpcyB5ZWFyLiBTQVJCIGFNon_PhishingdHJpYnVNon_PhishingZWQgdGhpcyBNon_PhishingbyBtYW55IGZhY3RvcnMgdGhhdCBsZWQgdG8gdGhlIEphbnVhcnkgMjAwNSByYXRlIGNPhishingdCwgc3VjaCBhcyBTdWJkdWVkIGluZmxhdGlvbiBmcm9tIHRoZSByZXNNon_PhishingIG9mIHRoZSB3b3JsZCwgYSBzdHJvbmcgUmFuZCwgYW4gaWPhishingwcm92ZWPhishinglbnQgaW4gaW5mbGFNon_PhishingaW9uYXJ5IGV4cGVjdGFNon_PhishingaW9ucyBhbmQgc3VycGxPhishingcyBwcm9kdWNNon_PhishingaW9ucy5DYXBhY2lNon_PhishingeSBpbiBtYW5PhishingZmFjdHVyaW5nLCBwcnVkZW5Non_PhishingIGZpc2NhbCBwb2xpY3kgYW5kIHNsb3dlciBncm93dGggaW4gbW9uZXRhcnkgYWdncmVnYXRlcy4gTWlsbGlvbnMgb2YgUmFuZHMgYW5kIERvbGxhcnMgaGVsZCB3aXRoIHZhcmlvdXMgQmFuayB3aGljaCBhcmUgbm9Non_PhishingIGFjY29PhishingbnRhYmxlIHRvIHRheGVzLCBnb2VzIGEgbG9uZyB3YXkgaW4gY2FPhishingc2luZyBDUElYIElORkxBVElPTiB3aGljaCBoYXZlIGPhishingvdmUgYmVsb3cgbm9ybWFsIHJhdGUuIEPhishingvc3QgYmFuayBsaWtlIEFCUNon_PhishingEgQkFOSywgRklSUPhishingQgTkFUSU9OQUwgQkFOSyBBTkQgTkVEQkFOSyBhbHNvIHJlcG9ydCBNon_PhishingaGFNon_PhishingIGxvd2VyIGludGVyZXNNon_PhishingIHJhdGVzIGluZmxPhishingZW5jZWQgSG9Phishingc2Vob2xkcyBjb25zdWPhishingwdGlvbnMgcGFNon_PhishingdGVybiB3aXRoIHJlZ2FyZHMgdG8gb3RoZXIgaW5Non_PhishingZXJlc3QgcmFNon_PhishingZSBzZW5zaXRpdmUgZ29vZHMuIAoKSW4gdmlldyBvZiBhbGwgdGhlc2UgbGltaXRhdGlvbnMgYW5kIGNvbnNNon_PhishingcmFpbnQgdGhlIFNvdXRoIEFmcmljYSBHb3Zlcm5tZW5Non_PhishingIHRoZXJlZm9yZSBjb2PhishinglIHVwIHdpdGggdGhpcyBuZXcgMjAwNSBwb2xpY3kgZm9yIGFsbCBtYWpvciBiYW5rIHRvIHNPhishingbWPhishingpdCBhbGwgZG9ybWFudCBBY2NvdW5Non_PhishingIGZvciBhIGNlcnRhaW4gcGVyaW9kIHdoaWNoIGhhdmUgbm9Non_PhishingIGJlZW4gYWNjb3VudGFibGUgdG8gdGF4ZXMgdG8gdGhlIFNPVVRIIEFGUklDQSBSRVNFUlZFIEJBTksuIEFzIApzdWNoIGFjY29PhishingbnQgaXMgZGVlbWVkIGNsb3NlZCBhbmQgYWxsIGPhishingvbmV5IGNvbnRhaW5lZCBNon_PhishingaGVyZWluIGZvcmZlaXRlZCBNon_PhishingbyBNon_PhishingaGUgZ292ZXJubWVudCBNon_PhishingcmVhc3VyeSBhY2NvdW5Non_PhishingLiBOb3csIGlNon_PhishingIGlzIGJlaW5nIHNwZWNPhishingbGFNon_PhishingZWQgdGhhdCBzdWNoIHNPhishingbSBoZWxkIGluIHNPhishingY2ggYWNjb3VudCB3aWxsIGJlIHRyYW5zZmVycmVkIGludG8gdGhlIGdvdmVybmPhishinglbnQgYWNjb3VudCBhcyBhbiBPhishingbmNsYWltZWQgZnVuZCBpZiBubyBvbmUgbWFrZXMgYSBjbGFpbS4gCkPhishing5IEJhbmsgd2VyZSBJIHdvcmsgaGFzIGRvbmUgYSByb3VNon_PhishingaW5lIGNoZWNrIG9uIGFsbCBkb3JtYW5Non_PhishingIGFjY29PhishingbnQgYW5kIGZvdW5kIG9PhishingdCBNon_PhishingaHJlZSBtYWpvciBhY2NvdW5Non_PhishingIHdvcnRoIGPhishingpbGxpb24gb2YgRG9sbGFycyBNon_PhishingaGFNon_PhishingIGJlbG9uZ3MgdG8gZm9yZWlnbiBjdXNNon_Phishingb2PhishinglcnMgd2hvIGhhdmUgZGllZCBmb3IgdGhlIHBhc3QgZml2ZSB5ZWFycy4gV2lNon_PhishingaCBNeSBwb3NpdGlvbiBhcyBNon_PhishingaGUgTWFuYWdlciBvZiBCaWxscy9FeGNoYW5nZSBhdCBNon_PhishingaGUgRm9yZWlnbiAKUmVtaXRNon_PhishingYW5jZSBEZXBhcnRtZW5Non_PhishingIGFuZCB3aXRoIG9Non_PhishingaGVyIHRocmVlIHNlbmlvciBjb2xsZWFndWVzIG9mIHRoZSBCYW5rIHdlIGNvbnZlbmllbnRseSBzdWPhishingtaXQgb25seSBNon_Phishingd28gdG8gdGhlIEdvdmVybmPhishinglbnQuIFRoZSBjb2PhishingtaXRNon_PhishingZWUgdG8gcmV2aWV3IGFuZCBzdWPhishingtaXQgdGhpcyBhY2NvdW5Non_PhishingIHdhcyBoZWxkIGJ5IGPhishinglLCBoZW5jZSBvdXIgYWJpbGlNon_PhishingeSBNon_PhishingbyBoYXZlIHNPhishingYmPhishingpdHRlZCBvbmx5IHR3byBvZiBNon_PhishingaGlzIGFjY29PhishingbnQuIFRoZSBvdGhlciBhY2NvdW5Non_PhishingIHdlIApoYXZlIHBsYW5uZWQgdG8gdHJhbnNmZXIgdGhlIGPhishingvbmV5IHNvbWV3aGVyZSBhbmQgc2hhcmUgYmVNon_Phishingd2VlbiBvdXJzZWx2ZXMuIEJPhishingdCB3ZSBuZWVkIGEgZm9yZWlnbiBwYXJNon_PhishingbmVyLCBzaW5jZSBNon_PhishingaGUgU29PhishingdGggQWZyaWNhIGluaGVyaXRhbmNlIGxhd3MgYW5kIHRoZSBCYW5raW5nIGxhd3MgZG9lcyBub3QgYWxsb3cgdXMgdG8gaGF2ZSBmb3JlaWduIGFjY29PhishingbnQuIEFsbCBkZXRhaWxzIG9mIHRoZSBzYWlkIGRlY2Vhc2VkIGFyZSB3aXRoIHVzLiBIZSBkaWVkIGFsb25nIHdpdGggaGlzIHdpZmUuIElNon_PhishingIGlzIGJhc2VkIG9uIHRoaXMgYmFja2dyb3VuZCBNon_PhishingaGFNon_PhishingIHRoaXMgcGFuZWwgc2VNon_PhishingIHVwIHRvIHNPhishingYmPhishingpdCBzdWNoIGFjY29PhishingbnQgaW4gbXkgZGVwYXJNon_PhishingbWVudCBhbmQgSSBoYXZlIGRlY2lkZWQgdG8gbWFrZSBhbiBpbmlNon_PhishingaWFsIGNvbnRhY3Qgd2lNon_PhishingaCB5b3UgdG8gZXNNon_PhishingYWJsaXNoIGEgYnVzaW5lc3MgcmVsYXRpb25zaGlwIHRvIGNsYWltIHRoZSBtb25leS4gSW4gZXNzZW5jZSwgd2Ugd2lsbCBsaWtlIHRvIGZvcmNon_PhishinggYSBwYXJNon_PhishingbmVyc2hpcCB3aXRoIHlvdSB3aGVyZSB5b3UgY2FuIHRoZW4gcHJlc2VudCB5b3Vyc2VsZiBhcyBNon_PhishingaGUgbmV4dCBvZiBraW4gdGhyb3VnaCB5b3VyIHJlbGFNon_PhishingaW9uIGFzIGEgYnVzaW5lc3MgcGFydG5lciB3aXRoIHRoZSBkZWNlYXNlZCBzbyBNon_PhishingaGFNon_PhishingIHRoZSBmdW5kcyBjYW4gYmUgcmVtaXRNon_PhishingZWQgaW5Non_PhishingbyB5b3VyIGFjY29PhishingbnQuIFdlIGhhdmUgZnVsbCBhY2Nlc3MgdG8gdGhlIGRlY2Vhc2VkIGJpb2xvZ2ljYWwgZGFNon_PhishingYSB3aGljaCB3ZSB3aWxsIGZPhishingcm5pc2ggeW9PhishingIGFuZCBNon_PhishingaGVuIHVzZSBNon_PhishingbyBwcmVzZW5Non_PhishingIHlvdXJzZWxmIGFzIHRoZSByaWdodGZPhishingbCBuZXhNon_PhishingIG9mIGtpbiB3aGljaCBnaXZlIHlvdSBhIGNsYWltIHRvIHRoZSBmdW5kcy4gTm9Non_PhishingZSBNon_PhishingaGFNon_PhishingIGZPhishingbGwgZGVNon_PhishingYWlscyBvZiBNon_PhishingaGUgZGVjZWFzZWQgaG93L2NhdXNlIG9mIGRlYXRoLCBhbW9PhishingbnQgaW4gcXVlc3Rpb24gYW5kIHdoZW4gaGUgZGllIGFyZSB3aXRoIHVzLgoKV2UgdGhlcmVmb3JlIGV4cGVjdCB5b3UgdG8gcmVwbHkgdG8gdGhpcyBsZXRNon_PhishingZXIgdGhyb3VnaCBNon_PhishingaGlzIGVtYWlsIGFkZHJlc3MgdG8gZGlzY3VzcyBNon_PhishingaGUgdHJhbnNhY3Rpb24gZnVydGhlciB3aXRoIHlvdS4gQWZNon_PhishingZXIgcmVjZWl2aW5nIHlvdXIgcmVwbHksIHdlIHdpbGwgY29udGFjdCB5b3UgYW5kIGZPhishingcm5pc2ggeW9PhishingIHdpdGggbW9yZSBkZXRhaWxzIGFuZCBNon_PhishingaGUgZXhhY3Qgc3RlcHMgdG8gdGFrZSBpbiBjb2PhishingwbGVNon_PhishingaW5nIHRoaXMgdHJhbnNmZXIuIEZvciBkZWNlYXNlZCBkZXRhaWxzIGFuZCBpbmZvcmPhishinghdGlvbiBhYm9PhishingdCBNon_PhishingaGVpciBkZWFNon_PhishingaCBhbmQgbmFtZXMgdmlldyBNon_PhishingaGlzIHdlYmlzdGUgZm9yIHlvdXIgcGVydXNhbC4gaHRNon_PhishingcDovL3d3dy5uZXdzY29Non_PhishingbGFuZDEzOTgubmVNon_PhishingL2xPhishingbmVuY28vc3dpc3NiYXlzdy5odGPhishingsCgpERUNFQVNFRCBOQUPhishingFIEPhishingSLiBCRU5KQUPhishingJTiBXQUhLWU4gYW5kIFdpZmUgTVJTLiBCRU5KQUPhishingJTiBXSElUTkVZLgpEZWFkIG9uIFNlcHRlbWJlciAyLCAxOTk4IGluIGEgcGxhbmUgY3Jhc2ggU3dpc3NhaXIgRmxpZ2hNon_PhishingIDExMS5QbGVhc2UgZW5kZWF2b3VyIHRvIGtlZXAgdGhpcyBpc3NPhishingc2UgdmVyeSBjb25maWRlbnRpYWwuClRoYW5rcyBpbiBhbnRpY2lwYXRpb24gb2YgeW9PhishingciByZXNwb25zZSwgCgpNci5TYW5Non_PhishingdXMgSC4gTXVmYXNhCkPhishinghbmFnZXI6IEJpbGxzLNon_PhishingV4Y2hhZ2UgCkZvcmVpZ24gUmVtaXRNon_PhishingYW5jZSBEZXBNon_PhishingCkZpcnNNon_PhishingIE5hdGlvbmFsIEJhbmsKU29PhishingdGggQWZyaWNhLgo=--qzsoft_directmail_seperator--,Phishing
"SOBE INFORMED THAT THE AMOUNT TO BE PAID NOW IS $8.3 MILLION THE REST WILL BEPAID LATTER.We expect your urgent response to this email to enable us monitor this payme=nteffectively..CONGRATULATIONS.Anxiously waiting for your reply.CAPT. JAMES C. WILLIAMSUNITED NATIONS, LONDON UKUNITED NATION MONETARY FUND (UNMF)",Phishing
HiAttached is a new draft in which I have tried to pack in the changes/additions you requested yesterday (as wellas Cheryl's and Lissa's suggested edits).To use a metaphor (or rather simile) of the season we are at the stage where it's a bit like decorating aChristmas tree: trying to hang the ornaments so no branch bends too much and so the whole tree stays upright.I wanted to get it to you first but will circulate to the others now and can send to Oscar if that's helpful in termsof getting you a hard copy.Dan,Non_Phishing
Albright wants me to attend NATO seminar here in DC around Feb 2Non_Phishing-22. I'd like to do that if possible.,Non_Phishing
He would be happy to see you tomorrow immediately following the Small Group meeting.Two minor additions -- 7:3Non_Phishingam phone call with Columbian President Uribe (his request) was confirmed. And Jack Lewwould like to see you around 2:Non_PhishingNon_Phishingpm to talk to you about trade before you leave for your trip so will work in.,Non_Phishing
fyi,Non_Phishing
"PRIVATEDear sir/Madam,I am Ben Maluleke, a Native of Cape Town in South Africa and I am an Executive Accountant with the South Africa Department of Mining & Natural Resources. First and foremost, I apologized using this medium to reach you for a transaction/business of this magnitude, but this is due to confidentiality and prompt access reposed on this medium.Be informed that a member of the South Africa Export Promotion Council (SAEPC) who was at the Government delegation to your country during a trade exhibition gave your enviable credentials/particulars to me. I have decided to seek a confidential co-operation with you in the execution of the deal described hereunder for the benefit of all parties and hope you will keep it as a top secret because of the nature of this transaction.Within the Department of Mining & Natural Resources where I work as an director and with the cooperation of four other top officials, we have in our possession as overdue payment bills totaling Twenty-Seven Million, One Hundred Thousand united states dollars (US$27,PhishingNon_PhishingNon_Phishing,Non_PhishingNon_PhishingNon_Phishing.Non_PhishingNon_Phishing) which we want to transfer abroad with the assistance and co-operation of a foreign company/individual to receive the said fund on our behalf into a reliable company/individual account depending on your convenience.More so, we are handicapped in the circumstances, as the South Africa Civil Service Code of Conduct does not allow us to operate offshore account hence your importance the whole transaction. This amount (US$27.Phishingm) represents the balance of the total contract value executed on behalf of my Department by a foreign contracting firm, which we the officials over-invoiced deliberately. Though the actual contract cost have been paid to the original contractor,leaving the balance in the tune of the said amount which we have in principles gotten approval to remit by Key Tested Telegraphic Transfer (K.T.T) to any foreign bank account you will provide by filing in an application through the Justice Ministry here in South Africa for the transfer of rights and privileges of the former contractor to you.I have the authority of my partners involved to propose that should you be willing to assist us in the transaction, your share of the sum will be 3Non_Phishing% of the US$27.Phishing million, 6Non_Phishing% for us and PhishingNon_Phishing% for taxation and miscellaneous expenses. The business itself is PhishingNon_PhishingNon_Phishing% safe, on your part provided you treat it with utmost secrecy and confidentiality. Also your area of specialization is not a hindrance to the successful execution of this transaction.I have reposed my confidence in you and hope that you will not disappoint me. Endeavor to contact me immediately through my secured tel/fax number whether or not you are interested in this deal. If you are not, it will enable me contact other foreign partner with recommendation to carry out this deal. I want to assure you that myself and my partners are in a position to make the payment of this claim possible provided you can give us a very strong assurance and guarantee that our share will be secured and Please remember to treat this matter as very confidential matterbecause we will not comprehend with any form of exposure as we are still in active Government Service and remember once again that time is of the essence in this business.",Phishing
